Name,Jname,Glitch #,Time of glitch (MJD),Error in time (days),dF/F (10^-9),Error in dF/F (10^-9),dF1/F1 (10^-3),Error in dF1/F1 (10^-3),Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs),dF0 (Hz),dF1 (Hz/s)
J0631+1036,J0631+1036,9,53622.6,0.2,1.1,0.1,0.2,0.03,201.21900000000002,0.45,97.864683,10.617360000000001,0.287800022,1.05E-13,3.474634898,-1.26e-12,1.66E-22,2.105,4.36E+04,3.8220983878000006,-2.5200000000000004e-13
J0631+1036,J0631+1036,10,54099.0,2,0.4,0.1,-0.2,0.1,201.21900000000002,0.45,97.864683,10.617360000000001,0.287800022,1.05E-13,3.474634898,-1.26e-12,1.66E-22,2.105,4.36E+04,1.3898539592,2.5200000000000004e-13
J0631+1036,J0631+1036,11,54170.4,0.1,1.6,0.1,-0.1,0.1,201.21900000000002,0.45,97.864683,10.617360000000001,0.287800022,1.05E-13,3.474634898,-1.26e-12,1.66E-22,2.105,4.36E+04,5.5594158368,1.2600000000000002e-13
J0631+1036,J0631+1036,12,54632.53,0.002,43.2,0.1,3.3,0.2,201.21900000000002,0.45,97.864683,10.617360000000001,0.287800022,1.05E-13,3.474634898,-1.26e-12,1.66E-22,2.105,4.36E+04,150.10422759360003,-4.158e-12
J0631+1036,J0631+1036,13,55119.35,0.06,9.4,0.4,0.2,0.5,201.21900000000002,0.45,97.864683,10.617360000000001,0.287800022,1.05E-13,3.474634898,-1.26e-12,1.66E-22,2.105,4.36E+04,32.661568041200006,-2.5200000000000004e-13
J0631+1036,J0631+1036,15,55702.0,5,3277.9,0.8,2.7,0.6,201.21900000000002,0.45,97.864683,10.617360000000001,0.287800022,1.05E-13,3.474634898,-1.26e-12,1.66E-22,2.105,4.36E+04,11389.5057321542,-3.4020000000000007e-12
J0631+1036,J0631+1036,17,58352.13,0.01,96.4,0.6,1.3,0.3,201.21900000000002,0.45,97.864683,10.617360000000001,0.287800022,1.05E-13,3.474634898,-1.26e-12,1.66E-22,2.105,4.36E+04,334.95480416720005,-1.638e-12
B0656+14,J0659+1414,1,50197.0,8,0.6,0.4,0.3,0.5,201.108,8.258,104.95081699999999,14.23872,0.384928623,5.49E-14,2.597884229,-3.71e-13,7.64E-25,0.288,1.11E+05,1.5587305374,-1.1129999999999999e-13
B0656+14,J0659+1414,2,51017.0,3,1.3,0.1,2.0,1,201.108,8.258,104.95081699999999,14.23872,0.384928623,5.49E-14,2.597884229,-3.71e-13,7.64E-25,0.288,1.11E+05,3.3772494977,-7.42e-13
J0726-2612,J0726-2612,1,56913.0,25,2.8,0.9,-0.6,0.4,240.079,-4.644,111.53383000000001,-26.2106,3.442308488,2.93E-13,0.290502726,-2.47e-14,*,2.9,1.86E+05,0.8134076328,1.482e-14
J0726-2612,J0726-2612,2,58791.0,0.5,510.0,1.6,1.7,0.7,240.079,-4.644,111.53383000000001,-26.2106,3.442308488,2.93E-13,0.290502726,-2.47e-14,*,2.9,1.86E+05,148.15639026,-4.199e-14
B0727-18,J0729-1836,1,51422.0,1,1.0,0.5,-2.0,3,233.76,-0.341,112.38473710000001,-18.6117344,0.510160345,1.90E-14,1.960168034,-7.28e-14,*,2,4.26E+05,1.960168034,1.456e-13
B0727-18,J0729-1836,2,52150.0,3,4.0,1,6.0,2,233.76,-0.341,112.38473710000001,-18.6117344,0.510160345,1.90E-14,1.960168034,-7.28e-14,*,2,4.26E+05,7.840672136,-4.368e-13
J0729-1448,J0729-1448,1,52010.0,1,24.8,0.4,1.6,0.3,230.392,1.4240000000000002,112.31853999999998,-14.8102,0.251658714,1.13E-13,3.973635498,-1.79e-12,2.00E-23,2.681,3.52E+04,98.5461603504,-2.8640000000000003e-12
J0729-1448,J0729-1448,2,54317.7,0.2,23.0,1,4.0,3,230.392,1.4240000000000002,112.31853999999998,-14.8102,0.251658714,1.13E-13,3.973635498,-1.79e-12,2.00E-23,2.681,3.52E+04,91.39361645400001,-7.16e-12
J0729-1448,J0729-1448,3,54483.6,0.3,13.0,1,1.0,1,230.392,1.4240000000000002,112.31853999999998,-14.8102,0.251658714,1.13E-13,3.973635498,-1.79e-12,2.00E-23,2.681,3.52E+04,51.657261474,-1.79e-12
J0729-1448,J0729-1448,4,54592.0,1,12.0,1,-2.0,2,230.392,1.4240000000000002,112.31853999999998,-14.8102,0.251658714,1.13E-13,3.973635498,-1.79e-12,2.00E-23,2.681,3.52E+04,47.683625976,3.58e-12
J0729-1448,J0729-1448,5,54687.0,3,6676.0,9,54.0,5,230.392,1.4240000000000002,112.31853999999998,-14.8102,0.251658714,1.13E-13,3.973635498,-1.79e-12,2.00E-23,2.681,3.52E+04,26527.990584648,-9.666e-11
J0738-4042,J0738-4042,1,57359.0,5,0.36,0.04,3.0,1,254.19299999999998,-9.192,114.634425,-40.71095,0.374920736,1.38E-15,2.667230441,-9.78e-15,-4.05E-24,1.6,4.32E+06,0.96020295876,-2.9340000000000004e-14
B0740-28,J0742-2822,1,47625.0,3,1.2,0.1,-0.8,0.3,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,7.1958713724,4.840000000000001e-13
B0740-28,J0742-2822,2,48331.7,0.3,1.2,0.1,-1.0,1,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,7.1958713724,6.05e-13
B0740-28,J0742-2822,3,51770.0,20,1.0,0.3,0.9,0.2,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,5.996559477,-5.445000000000001e-13
B0740-28,J0742-2822,4,52028.0,2,3.7,0.2,4.0,1,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,22.1872700649,-2.42e-12
B0740-28,J0742-2822,5,53083.0,1,1.7,0.2,-1.0,1,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,10.1941511109,6.05e-13
B0740-28,J0742-2822,6,53467.7,0.3,1.8,0.1,4.6,0.5,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,10.7938070586,-2.783e-12
B0740-28,J0742-2822,7,55020.469000000005,0.004,92.0,2,-372.0,96,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,551.683471884,2.2506000000000002e-10
B0740-28,J0742-2822,8,56725.2,0.2,2.4,0.1,-1.1,0.6,243.773,-2.444,115.704408,-28.378821999999996,0.166762292,1.68E-14,5.996559477,-6.05e-13,-1.32E-24,2,1.57E+05,14.3917427448,6.655000000000001e-13
B0756-15,J0758-1528,1,49963.0,4,0.11,0.03,2.0,2,234.46400000000003,7.224,119.621128,-15.469094,0.682265176,1.62E-15,1.465705763,-3.48e-15,-2.37E-26,2.71,6.68E+06,0.16122763393,-6.96e-15
B0818-13,J0820-1350,1,49927.0,20,0.035,0.002,0.159,0.004,235.89,12.595,125.10992379999999,-13.8488497,1.238129544,2.11E-15,0.807669928,-1.37e-15,1.80E-28,1.9,9.32E+06,0.028268447480000004,-2.1783e-16
B0818-13,J0820-1350,2,58063.0,10,0.082,0.006,0.14,0.07,235.89,12.595,125.10992379999999,-13.8488497,1.238129544,2.11E-15,0.807669928,-1.37e-15,1.80E-28,1.9,9.32E+06,0.066228934096,-1.918e-16
B0833-45,J0835-4510,1,40280.0,4,2340.0,10,10.0,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,26195.4808596,-1.5700000000000003e-10
B0833-45,J0835-4510,2,41192.0,8,2050.0,30,15.0,6,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,22949.032377,-2.355e-10
B0833-45,J0835-4510,3,41312.0,4,12.0,2,3.0,6,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,134.33579928,-4.7100000000000004e-11
B0833-45,J0835-4510,4,42683.0,3,1990.0,10,11.0,7,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,22277.353380599998,-1.727e-10
B0833-45,J0835-4510,5,43693.0,12,3060.0,60,18.0,9,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,34255.6288164,-2.8260000000000004e-10
B0833-45,J0835-4510,6,44888.4,0.4,1145.0,3,49.0,4,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,12817.8741813,-7.693e-10
B0833-45,J0835-4510,7,45192.0,1,2050.0,10,23.0,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,22949.032377,-3.611e-10
B0833-45,J0835-4510,8,46257.227999999996,0.001,1601.0,1,17.0,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,17922.63455394,-2.6690000000000003e-10
B0833-45,J0835-4510,9,47519.8036,0.0001,1805.0,1,77.0,6,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,20206.3431417,-1.2089e-09
B0833-45,J0835-4510,10,48457.382000000005,0.001,2715.0,2,600.0,60,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,30393.474587099998,-9.420000000000001e-09
B0833-45,J0835-4510,11,48550.0,19,5.55,0.3,1.053,0.013,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,62.130307167,-1.65321e-11
B0833-45,J0835-4510,12,49559.0,0.2,835.0,2,0.0,5,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,9347.532699899999,-0.0
B0833-45,J0835-4510,13,49591.2,X,199.0,2,120.0,20,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,2227.73533806,-1.884e-09
B0833-45,J0835-4510,14,50369.345,0.002,2110.0,17,5.95,0.03,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,23620.711373399998,-9.341500000000001e-11
B0833-45,J0835-4510,15,51457.0,99,38.0,4,3.66,0.19,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,425.39669771999996,-5.7462000000000005e-11
B0833-45,J0835-4510,16,51559.319,0.001,3085.72,0.04,6.736,0.001,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,34543.555212856794,-1.057552e-10
B0833-45,J0835-4510,18,53960.0,X,2620.0,X,230.0,40,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,29329.9828428,-3.6110000000000005e-09
B0833-45,J0835-4510,19,55408.8,X,1940.0,X,75.0,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,21717.6208836,-1.1775000000000001e-09
B0833-45,J0835-4510,20,56556.0,X,3100.0,X,148.0,1,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,34703.414813999996,-2.3236e-09
B0833-45,J0835-4510,21,56922.0,3,0.4,X,0.1,X,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,4.477859976,-1.5700000000000002e-12
B0833-45,J0835-4510,23,58515.5929,0.005,2501.2,0.32,8.69,0.28,263.552,-2.787,128.8358812,-45.17635419,0.089328385,1.25E-13,11.19464994,-1.57e-11,1.03E-21,0.28,1.13E+04,28000.058429927998,-1.3643300000000001e-10
J0834-4159,J0834-4159,1,53415.0,2,102.7,0.1,0.26,0.04,260.88599999999997,-1.036,128.574196,-41.993331,0.121117759,4.28E-15,8.256427514,-2.92e-13,*,5.508,4.48E+05,847.9351056878,-7.592e-14
B0844-35,J0846-3533,1,55679.0,5,0.62,0.04,3.0,1,257.19,4.71,131.52517,-35.561440000000005,1.116098409,1.60E-15,0.89597834,-1.29e-15,9.30E-28,0.535,1.10E+07,0.5555065708,-3.87e-15
B0853-33,J0855-3331,1,54521.0,18,0.06,0.01,0.03,0.01,256.847,7.517,133.91006000000002,-33.52758,1.267535703,6.32E-15,0.788932413,-3.93e-15,4.90E-28,0.503,3.18E+06,0.04733594478,-1.179e-16
J0901-4624,J0901-4624,1,57179.0,6,0.9,0.1,0.02,0.04,267.404,-0.004,135.41717,-46.413470000000004,0.441995131,8.75E-14,2.262468363,-4.48e-13,*,3.032,8.00E+04,2.0362215267,-8.96e-15
J0905-5127,J0905-5127,1,49552.0,2,13.6,0.4,-1.8,0.9,271.633,-2.8539999999999996,136.4665,-51.465014000000004,0.346301153,2.49E-14,2.887660037,-2.07e-13,*,1.33,2.21E+05,39.272176503199994,3.726e-13
J0905-5127,J0905-5127,2,52931.0,67,8.3,0.5,1.2,0.1,271.633,-2.8539999999999996,136.4665,-51.465014000000004,0.346301153,2.49E-14,2.887660037,-2.07e-13,*,1.33,2.21E+05,23.967578307100002,-2.484e-13
B0919+06,J0922+0638,1,55152.0,8,1256.2,0.4,0.1,0.9,225.42,36.391999999999996,140.558425,6.639810000000001,0.430627099,1.37E-14,2.322194777,-7.4e-14,1.80E-24,1.1,4.97E+05,2917.1410788674,-7.4e-15
J0940-5428,J0940-5428,1,55346.0,8,1573.9,1.1,11.0,2,277.51,-1.2919999999999998,145.24258,-54.477940000000004,0.087545204,3.29E-14,11.42267024,-4.29e-12,*,0.377,4.22E+04,17978.140690736003,-4.7189999999999994e-11
J0940-5428,J0940-5428,2,58322.0,16,1100.5,0.6,4.0,0.2,277.51,-1.2919999999999998,145.24258,-54.477940000000004,0.087545204,3.29E-14,11.42267024,-4.29e-12,*,0.377,4.22E+04,12570.64859912,-1.716e-11
J1016-5857,J1016-5857,1,52549.0,22,1622.6,0.5,3.7,0.1,284.079,-1.88,154.08817,-58.953359999999996,0.107386458,8.08E-14,9.31216109,-7.01e-12,*,3.163,2.10E+04,15109.912584634,-2.5937000000000003e-11
J1016-5857,J1016-5857,2,55041.0,30,1912.0,0.4,4.4,0.3,284.079,-1.88,154.08817,-58.953359999999996,0.107386458,8.08E-14,9.31216109,-7.01e-12,*,3.163,2.10E+04,17804.85200408,-3.0844e-11
J1016-5857,J1016-5857,3,55595.0,5,1464.4,1.1,4.0,5,284.079,-1.88,154.08817,-58.953359999999996,0.107386458,8.08E-14,9.31216109,-7.01e-12,*,3.163,2.10E+04,13636.728700196001,-2.804e-11
J1016-5857,J1016-5857,5,55595.0,5,1464.4,1.1,4.0,5,284.079,-1.88,154.08817,-58.953359999999996,0.107386458,8.08E-14,9.31216109,-7.01e-12,*,3.163,2.10E+04,13636.728700196001,-2.804e-11
J1019-5749,J1019-5749,1,55595.0,10,1.33,0.4,0.12,0.22,283.837,-0.679,154.96725,-57.81831,0.16249871,2.01E-14,6.153895006,-7.6e-13,*,10.913,1.28E+05,8.18468035798,-9.119999999999999e-14
J1019-5749,J1019-5749,2,55981.0,10,377.8,0.4,0.51,0.3,283.837,-0.679,154.96725,-57.81831,0.16249871,2.01E-14,6.153895006,-7.6e-13,*,10.913,1.28E+05,2324.9415332668,-3.876e-13
J1023-5746,J1023-5746,1,55043.0,8,3570.0,1,10.62,0.07,284.166,-0.40700000000000003,155.762,-57.7681,0.111472434,3.84E-13,8.970827684,-3.09e-11,7.10E-21,2.08,4.60E+03,32025.85483188,-3.2815799999999996e-10
J1023-5746,J1023-5746,2,56004.0,8,2822.0,4,12.6,0.2,284.166,-0.40700000000000003,155.762,-57.7681,0.111472434,3.84E-13,8.970827684,-3.09e-11,7.10E-21,2.08,4.60E+03,25315.675724247998,-3.8933999999999997e-10
J1023-5746,J1023-5746,3,56647.0,8,3306.0,1,11.0,0.2,284.166,-0.40700000000000003,155.762,-57.7681,0.111472434,3.84E-13,8.970827684,-3.09e-11,7.10E-21,2.08,4.60E+03,29657.556323303997,-3.399e-10
J1023-5746,J1023-5746,4,57192.0,8,22.0,1,-1.74,0.08,284.166,-0.40700000000000003,155.762,-57.7681,0.111472434,3.84E-13,8.970827684,-3.09e-11,7.10E-21,2.08,4.60E+03,197.358209048,5.3766e-11
J1023-5746,J1023-5746,5,57727.0,8,3784.9,0.9,14.82,0.02,284.166,-0.40700000000000003,155.762,-57.7681,0.111472434,3.84E-13,8.970827684,-3.09e-11,7.10E-21,2.08,4.60E+03,33953.6857011716,-4.5793799999999995e-10
J1023-5746,J1023-5746,6,58202.0,17,2729.0,1,5.2,0.03,284.166,-0.40700000000000003,155.762,-57.7681,0.111472434,3.84E-13,8.970827684,-3.09e-11,7.10E-21,2.08,4.60E+03,24481.388749636,-1.6068e-10
J1023-5746,J1023-5746,7,58823.0,8,1681.0,0.4,6.77,0.09,284.166,-0.40700000000000003,155.762,-57.7681,0.111472434,3.84E-13,8.970827684,-3.09e-11,7.10E-21,2.08,4.60E+03,15079.961336803999,-2.0919299999999998e-10
J1028-5819,J1028-5819,1,57881.0,14,2296.5,0.5,35.0,1,285.065,-0.496,157.1167,-58.3181,0.091403231,1.61E-14,10.9405323,-1.93e-12,*,1.423,9.00E+04,25124.93242695,-6.755e-11
B1046-58,J1048-5832,1,48944.0,2,19.0,2,0.3,0.1,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,153.565950892,-1.884e-12
B1046-58,J1048-5832,2,49034.0,9,3000.0,10,3.7,0.1,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,24247.255404,-2.3236e-11
B1046-58,J1048-5832,3,50791.49,5,768.0,1,14.0,5,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,6207.297383424,-8.791999999999999e-11
B1046-58,J1048-5832,4,52733.0,37,1838.4,9,3.7,0.3,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,14858.718111571201,-2.3236e-11
B1046-58,J1048-5832,5,53673.0,0.8,28.5,0.4,0.2,0.1,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,230.348926338,-1.256e-12
B1046-58,J1048-5832,6,54495.0,10,3043.1,0.2,4.77,0.02,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,24595.6076399708,-2.99556e-11
J1048-5832,J1048-5832,1,54495.0,4,3044.1,0.9,5.2,0.5,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,24603.6900584388,-3.2656e-11
J1048-5832,J1048-5832,2,56756.0,4,2963.0,4,9.0,9,287.427,0.5770000000000001,162.05438,-58.535059999999994,0.123725343,9.61E-14,8.082418468,-6.28e-12,1.47E-22,2.9,2.04E+04,23948.205920684002,-5.652e-11
J1052-5954,J1052-5954,1,54526.0,22,6747.8,0.7,14.1,0.4,288.54900000000004,-0.4,163.1588,-59.91225,0.180591501,2.00E-14,5.537359157,-6.13e-13,*,3.143,1.43E+05,37364.9921196046,-8.6433e-12
J1055-6028,J1055-6028,1,57035.0,10,105.7,0.6,1.3,0.3,289.133,-0.745,163.91329,-60.47708000000001,0.099660833,2.95E-14,10.03403208,-2.97e-12,*,3.83,5.35E+04,1060.597190856,-3.861000000000001e-12
J1105-6107,J1105-6107,1,50417.0,16,279.7,0.2,4.63,0.04,290.48900000000003,-0.846,166.35891999999998,-61.130261,0.063202131,1.58E-14,15.82225133,-3.97e-12,-5.40E-23,2.36,6.32E+04,4425.483697001,-1.83811e-11
J1105-6107,J1105-6107,2,50610.0,3,2.0,3,0.19,0.01,290.48900000000003,-0.846,166.35891999999998,-61.130261,0.063202131,1.58E-14,15.82225133,-3.97e-12,-5.40E-23,2.36,6.32E+04,31.64450266,-7.543e-13
J1105-6107,J1105-6107,3,51598.0,147,971.7,0.5,0.1,0.1,290.48900000000003,-0.846,166.35891999999998,-61.130261,0.063202131,1.58E-14,15.82225133,-3.97e-12,-5.40E-23,2.36,6.32E+04,15374.481617361002,-3.97e-13
J1105-6107,J1105-6107,4,54711.0,21,23.0,1,0.0,0.3,290.48900000000003,-0.846,166.35891999999998,-61.130261,0.063202131,1.58E-14,15.82225133,-3.97e-12,-5.40E-23,2.36,6.32E+04,363.91178059000003,-0.0
J1112-6103,J1112-6103,1,51395.0,134,1825.0,25,4.7,0.4,291.221,-0.462,168.06171,-61.058640000000004,0.064961852,3.15E-14,15.39364982,-7.45e-12,*,4.464,3.27E+04,28093.4109215,-3.501500000000001e-11
J1112-6103,J1112-6103,2,53337.0,30,1202.0,21,7.0,2,291.221,-0.462,168.06171,-61.058640000000004,0.064961852,3.15E-14,15.39364982,-7.45e-12,*,4.464,3.27E+04,18503.16708364,-5.215000000000001e-11
J1112-6103,J1112-6103,3,55288.0,7,1793.0,1,6.0,2,291.221,-0.462,168.06171,-61.058640000000004,0.064961852,3.15E-14,15.39364982,-7.45e-12,*,4.464,3.27E+04,27600.81412726,-4.4700000000000005e-11
J1112-6103,J1112-6103,4,57922.0,6,1283.0,1,4.9,0.5,291.221,-0.462,168.06171,-61.058640000000004,0.064961852,3.15E-14,15.39364982,-7.45e-12,*,4.464,3.27E+04,19750.05271906,-3.650500000000001e-11
J1119-6127,J1119-6127,1,51398.0,4,4.4,0.4,0.04,0.01,292.151,-0.537,169.80958,-61.46375,0.407962984,4.02E-12,2.451202781,-2.42e-11,6.39E-22,8.4,1.61E+03,10.785292236400002,-9.680000000000001e-13
J1119-6127,J1119-6127,2,53290.0,X,321.0,33,6.0,1,292.151,-0.537,169.80958,-61.46375,0.407962984,4.02E-12,2.451202781,-2.42e-11,6.39E-22,8.4,1.61E+03,786.836092701,-1.452e-10
J1119-6127,J1119-6127,3,54240.0,X,5419.0,794,197.8,0.4,292.151,-0.537,169.80958,-61.46375,0.407962984,4.02E-12,2.451202781,-2.42e-11,6.39E-22,8.4,1.61E+03,13283.067870239001,-4.7867600000000005e-09
J1123-6259,J1123-6259,1,49705.87,0.01,749.0,1,1.0,0.4,293.183,-1.7830000000000001,170.98138,-62.986369999999994,0.271437312,5.25E-15,3.684091893,-7.13e-14,*,2.187,8.19E+05,2759.3848278570003,-7.13e-14
J1124-5916,J1124-5916,1,55191.0,X,16.0,1,4.73,0.05,292.038,1.7519999999999998,171.1625,-59.2719,0.135476854,7.53E-13,7.381334652,-4.1e-11,-8.60E-22,5,2.85E+03,118.101354432,-1.9393000000000002e-10
J1141-3322,J1141-3322,1,50521.31,0.03,0.4,0.1,-4.0,5,286.586,27.272,175.42815,-33.377031,0.291467801,4.65E-16,3.430910712,-5.48e-15,0.00E+00,1.853,9.92E+06,1.3723642848000002,2.192e-14
B1259-63,J1302-6350,1,50691.0,1,3.2,0.1,2.5,0.1,304.184,-0.992,195.69849309999998,-63.83573016,0.047762508,2.28E-15,20.9369242,-9.99e-13,-2.11E-24,2.632,3.32E+05,66.99815744,-2.4975000000000002e-12
J1301-6305,J1301-6305,1,51923.0,23,4630.0,17,8.6,0.1,304.1,-0.244,195.4407,-63.0927,0.184528095,2.67E-13,5.419228977,-7.83e-12,2.30E-22,10.717,1.10E+04,25091.03016351,-6.7338e-11
J1301-6305,J1301-6305,2,53383.0,12,2664.0,6,3.9,0.1,304.1,-0.244,195.4407,-63.0927,0.184528095,2.67E-13,5.419228977,-7.83e-12,2.30E-22,10.717,1.10E+04,14436.825994728,-3.0537e-11
J1301-6305,J1301-6305,3,55124.0,10,4169.0,3,5.8,0.7,304.1,-0.244,195.4407,-63.0927,0.184528095,2.67E-13,5.419228977,-7.83e-12,2.30E-22,10.717,1.10E+04,22592.765605113003,-4.5414000000000003e-11
J1301-6305,J1301-6305,4,57718.0,6,658.0,3,6.0,0.5,304.1,-0.244,195.4407,-63.0927,0.184528095,2.67E-13,5.419228977,-7.83e-12,2.30E-22,10.717,1.10E+04,3565.852666866,-4.698e-11
J1320-5359,J1320-5359,1,56354.0,10,10.5,0.1,0.2,0.2,307.305,8.637,200.224671,-53.984722,0.279737683,9.25E-15,3.574777585,-1.18e-13,*,2.204,4.79E+05,37.5351646425,-2.3600000000000002e-14
J1320-5359,J1320-5359,2,56737.0,14,246.8,0.1,0.08,0.14,307.305,8.637,200.224671,-53.984722,0.279737683,9.25E-15,3.574777585,-1.18e-13,*,2.204,4.79E+05,882.2551079780001,-9.44e-15
B1338-62,J1341-6220,1,47989.0,21,1509.0,1,0.2,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,7804.913520543,-1.354e-12
B1338-62,J1341-6220,2,48453.0,12,23.0,7,-0.5,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,118.961571221,3.385e-12
B1338-62,J1341-6220,3,48645.0,10,996.0,3,0.7,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,5151.553258092,-4.738999999999999e-12
B1338-62,J1341-6220,4,49134.0,22,13.0,13,0.6,0.2,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,67.239148951,-4.0619999999999995e-12
B1338-62,J1341-6220,5,49363.0,130,146.0,38,0.7,0.2,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,755.147365142,-4.738999999999999e-12
B1338-62,J1341-6220,6,49523.0,17,37.0,35,-0.6,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,191.372962399,4.0619999999999995e-12
B1338-62,J1341-6220,7,49766.0,2,15.0,2,-0.3,0.1,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,77.583633405,2.0309999999999997e-12
B1338-62,J1341-6220,8,49904.0,16,31.0,1,-1.9,0.4,308.73,-0.035,205.4276,-62.33908,0.193339746,2.53E-13,5.172242227,-6.77e-12,-1.00E-23,12.599,1.21E+04,160.339509037,1.2862999999999998e-11
